,Username,ChampionToPredict,TierRankName,TierRank,LadderRank,TopChamp_S2022,TopChamp_Last20,AvgK_Last20,AvgD_Last20,AvgA_Last20,PrefPosition_Last20,LastPlayedChamp,LastPlayedResult
5248,TheBoostedAnimal,Thresh,silver 3,10,"672,221",Caitlyn,Veigar,12.5,9.5,14.0,Middle,Malphite,0
5249,YouDontWantWuju,Master Yi,silver 3,10,"672,230",Master Yi,Master Yi,9.9,7.9,6.6,Jungle,Malzahar,1
5250,Faucon2123,Fizz,silver 3,10,"672,268",Fizz,Fizz,8.5,8.6,7.3,Middle,Lucian,0
5251,SimpforKimJisoo,Rumble,gold 1,16,"145,758",Zilean,Rumble,4.2,4.8,7.1,Middle,Malzahar,0
5252,Shoks,Caitlyn,gold 1,16,"145,701",Samira,Caitlyn,5.6,6.1,7.3,Bottom,Ashe,1
5253,DragonLord1995,Zed,gold 1,16,"145,712",Yone,Yone,5.9,5.7,5.6,Middle,Zed,1
5254,ZeroShiftX,Tryndamere,gold 1,16,"145,702",Tryndamere,Tryndamere,7.6,5.0,6.8,Middle,Tryndamere,1
5255,kimtang,Ezreal,gold 1,16,"145,787",Zed,Veigar,7.7,6.4,9.8,Middle,Aatrox,0
5256,onion has seyo,Talon,gold 1,16,"145,793",Vayne,Vayne,8.0,7.2,8.4,Bottom,Talon,1
5257,Ghtobbahmo,Pyke,gold 1,16,"145,724",Pyke,Pyke,5.3,8.1,9.8,Support,Thresh,1
5258,13remv,Viktor,gold 1,16,"145,776",Jinx,Jinx,9.4,6.3,6.9,Bottom,Veigar,1
5259,MrCrumble,Caitlyn,silver 4,9,"780,088",Yone,Tryndamere,6.2,7.0,7.2,Top,Ahri,0
5260,P1SS EXCELLENCE,Urgot,silver 4,9,"780,039",Thresh,Miss Fortune,6.7,8.5,6.8,Bottom,Yuumi,1
5261,mizo,Lux,silver 4,9,"780,055",Lux,Lux,5.3,5.2,12.4,Support,Miss Fortune,0
5262,Heart of Wonder,Neeko,silver 4,9,"780,039",Nami,Sett,4.9,7.0,15.3,Support,Sett,1
5263,arianpingon ,Master Yi,silver 4,9,"780,038",Master Yi,Master Yi,11.6,8.2,10.4,Jungle,Kindred,0
5264,Drakunovich,Vayne,silver 4,9,"780,012",Sion,Lucian,8.7,8.2,5.5,Bottom,Lucian,0
5265,ZedIsWayFed,Twitch,silver 4,9,"780,083",Karthus,Twitch,9.8,8.8,12.4,Bottom,Twitch,0
5266,Rodkowon,Blitzcrank,gold 2,15,"211,578",Aphelios,Aphelios,5.9,5.3,5.8,Bottom,Aphelios,1
5267,Pyramid Scheme,Ornn,gold 2,15,"211,573",Ivern,Ivern,3.3,5.7,11.8,Jungle,Ornn,0
5268,Missed My Minion,Jarvan IV,gold 2,15,"211,549",Karthus,Karthus,6.2,6.4,9.8,Jungle,Karthus,0
5269,FinalDritzen,Kayle,gold 2,15,"211,543",Yasuo,Kayle,6.8,6.3,5.2,Top,Yasuo,0
5270,juwbbiime,Caitlyn,gold 2,15,"211,588",Jhin,Zilean,7.4,3.6,9.8,Bottom,Xayah,1
5271,You Unzipped Me,Wukong,gold 2,15,"211,541",Yone,Ornn,4.9,5.3,8.3,Top,Wukong,1
5272,Only Vaynal,Vayne,gold 2,15,"211,505",Miss Fortune,Brand,6.9,4.8,5.8,Support,Brand,0
5273,Shãne,Graves,gold 2,15,"211,551",Graves,Graves,6.5,4.5,7.1,Jungle,Volibear,0
5274,Xueniell,Xayah,gold 2,15,"211,544",Samira,Samira,11.8,5.8,5.7,Bottom,Jhin,1
5275,9699999999999,Olaf,gold 2,15,"211,557",Olaf,Olaf,7.3,5.7,3.9,Top,Olaf,1
5276,Haha and Meow,Yasuo,bronze 3,6,"1,121,859",Fizz,Fizz,11.9,5.5,4.4,Top,Vayne,0
5277,GroundHog2169,Caitlyn,bronze 3,6,"1,121,873",Teemo,Teemo,5.9,9.1,7.0,Top,Illaoi,1
5278,aacookies,Gnar,bronze 3,6,"1,121,896",Pantheon,Gnar,5.7,6.0,5.8,Middle,Sylas,1
5279,bleezy2cheezy,Jhin,bronze 3,6,"1,121,850",Jhin,Jhin,7.2,4.7,5.1,Bottom,Jhin,1
5280,Optimusbrown,Quinn,bronze 3,6,"1,121,895",Mordekaiser,Mordekaiser,7.3,7.5,11.8,Jungle,Irelia,0
5281,TuhMac,Gnar,bronze 2,7,"1,050,372",Shaco,Viego,6.5,7.3,9.9,Jungle,Volibear,0
5282,aOnceler,Fizz,bronze 2,7,"1,050,311",Elise,Vex,5.1,6.5,6.8,Middle,Miss Fortune,0
5283,DoubleSpicyRice,Jinx,bronze 2,7,"1,050,352",Jinx,Jinx,7.2,8.6,8.1,Bottom,Jinx,1
5284,Sansin,Kai'Sa,bronze 2,7,"1,050,383",Kai'Sa,Kai'Sa,9.9,6.1,11.9,Middle,Kindred,1
5285,Grunthicc,Poppy,bronze 2,7,"1,050,346",Senna,Senna,5.5,8.5,12.0,Support,Senna,0
5286,Fifefomi,Varus,bronze 2,7,"1,050,393",Gangplank,Lillia,5.5,8.9,11.1,Jungle,Karthus,1
5287,DodgeMyFart,Twisted Fate,gold 3,14,"270,848",Swain,Swain,5.7,8.5,13.4,Top,Lux,1
5288,ImAusstin,Lux,gold 3,14,"270,836",Vex,Lissandra,5.5,4.4,8.3,Middle,Lissandra,0
5289,FknDegens,Garen,gold 3,14,"270,878",Master Yi,Master Yi,6.2,5.7,3.7,Jungle,Senna,0
5290,Zay808,Vayne,gold 3,14,"270,875",Jinx,Lucian,7.3,5.5,5.9,Bottom,Vayne,0
5291,Zoue,Jarvan IV,gold 3,14,"270,830",Soraka,Lillia,4.5,7.9,12.5,Jungle,Skarner,1
5292,LordGiveMeDaHM04,Zeri,gold 3,14,"270,861",Kayle,Lissandra,5.1,6.3,11.0,Middle,Lissandra,0
5293,xZhawn,Lux,gold 3,14,"270,871",Zed,Zed,6.4,7.0,4.6,Middle,Zed,1
5294,Cuboose,Brand,gold 3,14,"270,861",Brand,Brand,5.4,7.2,11.3,Support,Varus,0
5295,SpectreOfDespair,Lillia,gold 3,14,"270,864",Irelia,Irelia,8.4,7.5,6.5,Top,Gwen,1
5296,NeboK,Ezreal,bronze 1,8,"926,628",Ezreal,Ezreal,9.0,4.3,6.5,Bottom,Ashe,1
5297,HyperXTX,Tristana,bronze 1,8,"926,640",Tristana,Yasuo,8.2,6.5,13.0,Bottom,Ashe,0
5298,BeachBoy95,Jhin,bronze 1,8,"926,686",Kai'Sa,Vex,7.2,8.1,13.1,Bottom,Urgot,0
5299,JayJeh,Sivir,bronze 1,8,"926,617",Yasuo,Zed,10.7,7.8,15.8,Middle,Pantheon,1
5300,AJAX2805,Akshan,bronze 1,8,"926,680",Lux,Lux,7.6,6.0,7.4,Middle,Jinx,0
5301,OTAKU DESTROYER,Lucian,bronze 1,8,"926,656",Jinx,Jinx,9.2,3.9,7.8,Bottom,Fiora,0
5302,Kevkinzer,Nasus,bronze 1,8,"926,633",Amumu,Amumu,6.9,5.9,9.5,Jungle,Nasus,1
5303,water1boy,Fiddlesticks,silver 3,10,"729,550",Twitch,Fiddlesticks,7.3,4.3,6.9,Jungle,Twitch,1
5304,illfingerbangyou,Vladimir,silver 3,10,"729,537",Vladimir,Vladimir,7.8,4.9,6.3,Middle,Annie,0
5305,Houligan Slatt,Ahri,silver 3,10,"729,515",Hecarim,Ahri,3.0,7.8,6.2,Middle,Zed,0
5306,Sgt Snooch,Caitlyn,silver 3,10,"729,523",Malzahar,Jhin,7.0,8.3,8.0,Bottom,Malzahar,0
5307,For soviet union,Zed,silver 2,11,"617,267",Vayne,Vayne,9.0,4.7,4.0,Bottom,Caitlyn,0
5308,lfyx,Veigar,silver 2,11,"617,272",Dr. Mundo,Veigar,6.5,5.4,6.2,Top,Karthus,1
5309,JJTheJetPlane13,Morgana,silver 2,11,"617,230",Diana,Diana,8.9,5.1,9.5,Middle,Akali,0
5310,masokissed,Yuumi,silver 2,11,"617,300",Yuumi,Yuumi,3.1,6.4,16.0,Support,Yuumi,0
5311,MiniatureFran,Morgana,silver 2,11,"617,281",Sion,Jhin,8.2,7.8,19.2,Top,Volibear,0
5312,Zafarix,Zac,silver 2,11,"617,283",Rell,Rakan,3.2,6.8,9.6,Support,Alistar,1
5313,Harpii,Yasuo,silver 2,11,"617,258",Zeri,Vayne,4.1,6.4,4.9,Bottom,Yasuo,1
5314,Feiaboiber,Karma,silver 4,9,"875,482",Rakan,Evelynn,13.9,7.3,9.8,Jungle,Evelynn,1
5315,ZukoJourney,Kassadin,silver 4,9,"875,475",Sett,Kindred,6.8,5.1,6.1,Middle,Viego,1
5316,Callíe,Yuumi,silver 4,9,"875,426",Yuumi,Senna,5.7,6.4,8.7,Bottom,Yuumi,1
5317,imyourmomnow,Ezreal,silver 4,9,"875,403",Soraka,Soraka,4.5,7.2,8.7,Bottom,Caitlyn,0
5318,rawhman,Nasus,silver 4,9,"875,406",Kayn,Kayn,5.7,6.5,7.7,Jungle,Nasus,1
5319,Zombiepigz,Akali,silver 4,9,"875,438",Akali,Akali,11.6,8.1,17.0,Middle,Ahri,1
5320,smurphyslaw4,Irelia,silver 4,9,"875,501",Urgot,Shen,3.6,4.2,7.2,Top,Urgot,1
5321,That1Asian34,Gwen,silver 3,10,"684,385",Diana,Volibear,10.0,7.7,4.9,Top,Sion,0
5322,Choî,Garen,silver 3,10,"684,313",Irelia,Irelia,10.9,6.6,7.4,Middle,Irelia,1
5323,cbedp,Irelia,silver 3,10,"684,310",Yasuo,Yasuo,7.7,11.4,10.1,Top,Yasuo,0
5324,roofhead,Alistar,silver 3,10,"684,365",Shen,Amumu,4.2,4.4,11.3,Top,Vel'Koz,1
5325,Certified B,Miss Fortune,silver 3,10,"684,355",Miss Fortune,Draven,8.8,7.7,11.1,Bottom,Varus,0
5326,NightKiss,Jinx,silver 3,10,"684,326",Shen,Jinx,2.7,8.3,5.0,Bottom,Hecarim,0
5327,Gupsy,Hecarim,silver 3,10,"684,319",Jhin,Hecarim,6.8,7.3,11.4,Jungle,Hecarim,0
5328,BigSaucee,Vi,silver 3,10,"684,310",Diana,Warwick,10.4,7.2,15.1,Jungle,Warwick,1
5329,Magixbl00d,Tahm Kench,silver 3,10,"684,351",Yorick,Yorick,5.1,4.9,8.1,Top,Viego,1
5330,nimyoco,Mordekaiser,silver 4,9,"837,264",Jayce,Volibear,7.1,7.3,5.9,Top,Volibear,0
5331,Alibyes,Ornn,silver 4,9,"837,290",Graves,Sion,4.2,5.4,4.8,Top,Ornn,0
5332,Prozacdreamz,Heimerdinger,silver 4,9,"837,248",Shaco,Shaco,5.6,6.3,7.3,Jungle,Shaco,0
5333,MonkeyFredhead,Tristana,silver 4,9,"837,207",Renata Glasc,Swain,5.7,6.8,11.7,Support,Master Yi,1
5334,babysharks0112,Shaco,silver 4,9,"837,290",Master Yi,Sett,6.8,6.4,6.8,Middle,Master Yi,0
5335,Bukiboo2020,Vex,silver 4,9,"837,208",Xayah,Xayah,6.2,5.7,17.6,Bottom,Lux,0
5336,Pizza0nPineapple,Lissandra,silver 4,9,"837,253",Ezreal,Graves,8.3,6.3,11.0,Jungle,Poppy,1
5337,HeliumBalloons,Neeko,silver 4,9,"837,249",Lux,Lux,4.6,7.3,10.3,Support,Neeko,1
5338,ArboozieTube,Sona,silver 4,9,"837,270",Nunu & Willump,Morgana,3.3,8.2,10.9,Support,Yuumi,0
5339,Reshii,Pantheon,silver 4,9,"837,205",Pantheon,Pantheon,8.6,7.5,16.7,Support,Tahm Kench,0
5340,Nökken,Kayn,silver 4,9,"762,616",Ezreal,Sett,7.5,7.2,12.9,Support,Sett,0
5341,ChildishGrombino,Malphite,silver 4,9,"762,686",Yasuo,Yasuo,6.3,7.9,6.6,Top,Dr. Mundo,0
5342,xMAKEOUTHILLx,Nautilus,silver 4,9,"762,627",Nocturne,Nautilus,3.9,6.4,14.2,Support,Dr. Mundo,1
5343,CheesieGaming,Master Yi,silver 4,9,"762,615",Katarina,Katarina,9.8,4.5,5.9,Middle,Karthus,1
5344,Windstrum,Yone,silver 4,9,"762,677",Vayne,Vayne,7.3,6.3,4.5,Bottom,Vayne,0
5345,Heyzus12,Volibear,silver 4,9,"762,626",Swain,Swain,7.9,6.5,12.5,Support,Swain,1
5346,ZhangDumpy5,Zac,silver 4,9,"762,622",Lee Sin,Nautilus,3.9,7.6,9.8,Jungle,Sion,0
5347,BLM Cadet,Lissandra,silver 4,9,"762,640",Rek'Sai,Lissandra,6.9,7.7,9.6,Middle,Lux,0
5348,Harshaan,Xerath,silver 4,9,"762,605",Yasuo,Yasuo,7.3,8.6,8.2,Middle,Yasuo,1
5349,Try Hard Pete,Nunu & Willump,bronze 3,6,"1,139,576",Nidalee,Nidalee,5.6,6.7,14.0,Support,Nidalee,0
5350,IDeathTime,Sylas,bronze 3,6,"1,139,515",Zeri,Zeri,6.3,9.9,8.5,Bottom,Alistar,0
5351,ENAZC,Nautilus,bronze 3,6,"1,139,553",Nautilus,Nautilus,2.2,6.6,10.7,Support,Nautilus,0
5352,TulericOwl,Master Yi,bronze 3,6,"1,139,596",Master Yi,Master Yi,10.4,8.0,6.2,Jungle,Master Yi,0
5353,captainfatty2x4,Kassadin,bronze 3,6,"1,139,561",Zyra,Kassadin,8.0,7.3,8.7,Middle,Zyra,0
5354,Fammi un cazzo,Zoe,bronze 3,6,"1,139,595",Akali,Zoe,6.6,6.3,7.2,Bottom,Garen,1
5355,Ebzer,Ashe,bronze 3,6,"1,139,566",Lux,Lux,3.8,6.8,10.5,Support,Jinx,0
5356,Rylance,Vladimir,bronze 3,6,"1,139,508",Yasuo,Yasuo,10.9,6.9,9.0,Middle,Yasuo,0
5357,SableJeye,Zoe,silver 4,9,"782,976",Soraka,Soraka,6.6,5.3,17.0,Support,LeBlanc,0
5358,Delisioso,Vi,silver 4,9,"782,980",Sejuani,Talon,7.4,6.0,7.1,Jungle,Rengar,1
5359,BennyTheBadger,Janna,silver 4,9,"782,967",Janna,Janna,4.1,9.5,15.8,Support,Kled,1
5360,PrideSetMain,Kai'Sa,silver 4,9,"782,906",Thresh,Kai'Sa,4.2,3.2,7.2,Bottom,Kai'Sa,0
5361,Asmina123400,Kai'Sa,silver 4,9,"782,942",Caitlyn,Kai'Sa,10.5,6.1,6.7,Bottom,Jinx,1
5362,flingdude,Veigar,silver 4,9,"782,992",Pantheon,Zoe,6.0,7.7,18.4,Middle,Zoe,1
5363,Guavé,Varus,platinum 3,18,"72,204",Caitlyn,Caitlyn,10.0,6.0,6.5,Bottom,Caitlyn,1
5364,saegusa supremcy,Ezreal,platinum 3,18,"72,264",Kai'Sa,Kai'Sa,7.5,5.9,7.4,Bottom,Kai'Sa,0
5365,shcuz,Morgana,platinum 3,18,"72,207",Aatrox,Nautilus,4.8,8.2,10.9,Support,Nautilus,0
5366,PotHandler,Karma,platinum 3,18,"72,229",Vladimir,Camille,8.1,7.1,21.4,Top,Maokai,0
5367,Yenkai,Aatrox,platinum 3,18,"72,228",Zed,Zed,7.1,6.2,7.2,Middle,Soraka,1
5368,Chµck,Wukong,platinum 3,18,"72,218",Shyvana,Irelia,11.0,9.6,17.9,Middle,Renekton,0
5369,Drarry,Janna,platinum 3,18,"72,226",Ahri,Xayah,6.6,6.1,18.0,Middle,Ahri,0
5370,SUP MaMa,Kassadin,platinum 3,18,"72,244",Sett,Pyke,13.4,9.6,12.8,Support,Kha'Zix,0
5371,DaiDaiPo,Swain,platinum 3,18,"72,212",Diana,Janna,9.0,7.9,11.8,Support,Nami,0
5372,Daedom,Veigar,silver 4,9,"818,482",Vex,Vex,6.1,6.5,6.8,Middle,Veigar,0
5373,Khalifi,Katarina,silver 4,9,"818,468",Katarina,Jinx,6.2,5.5,8.4,Middle,Lux,1
5374,SpyFuzor,Nocturne,silver 4,9,"818,485",Nunu & Willump,Vi,9.8,5.0,10.5,Jungle,Nocturne,1
5375,AceKyrios,Varus,silver 4,9,"818,498",Malzahar,Malzahar,4.6,7.1,7.0,Middle,Malzahar,0
5376,DevilDHeart,Jax,silver 4,9,"818,446",Swain,Irelia,13.5,5.5,7.2,Bottom,Irelia,1
5377,ECAS Pakatwood,Vex,silver 4,9,"818,458",Renata Glasc,Jhin,6.7,6.9,8.4,Support,Alistar,0
5378,Illuh,Annie,silver 4,9,"818,480",Annie,Yone,5.1,7.7,5.7,Middle,Yone,0
5379,Kaonashhi,Yone,silver 4,9,"818,447",Urgot,Yone,4.8,6.7,5.9,Middle,Yone,1
5380,Grâñt,Lillia,gold 4,13,"328,692",Fiora,Xin Zhao,9.7,7.5,13.6,Jungle,Darius,1
5381,Reviliant,Nidalee,gold 4,13,"328,684",Kayn,Kai'Sa,7.6,9.6,6.1,Bottom,Kayn,1
5382,xStreet,Zac,gold 4,13,"328,675",Lux,Brand,6.6,5.8,20.0,Support,Malphite,1
5383,Black Chocobo,Ivern,gold 4,13,"328,614",Fizz,Ivern,4.1,6.2,12.5,Jungle,Ivern,0
5384,SPLY 350,Riven,gold 4,13,"328,638",Jinx,Nautilus,6.0,5.0,8.3,Bottom,Nunu & Willump,0
5385,8BitPixelz,Zed,gold 4,13,"328,626",Master Yi,Yasuo,11.6,7.7,4.2,Jungle,Master Yi,0
5386,OMGInsanity,Mordekaiser,gold 4,13,"328,661",Jinx,Jinx,10.2,5.4,6.4,Bottom,Annie,1
5387,CheekyCheeks,Blitzcrank,gold 4,13,"328,644",Jinx,Anivia,6.6,8.4,20.7,Support,Lulu,0
5388,Wapapong,Lillia,iron 1,4,"1,273,026",Renekton,Renekton,2.8,6.8,6.1,Top,Renekton,0
5389,Kandiyohi,Nautilus,iron 1,4,"1,273,084",Soraka,Nautilus,2.9,6.3,7.6,Support,Nautilus,1
5390,Pudd1n Tame,Rumble,iron 1,4,"1,273,071",Jarvan IV,Urgot,8.1,4.3,5.5,Top,Xerath,0
5391,IphoneHs,Thresh,iron 1,4,"1,273,079",Trundle,Nidalee,4.3,7.8,11.6,Support,Xerath,0
5392,Misanthroppic,Soraka,iron 1,4,"1,273,069",Soraka,Soraka,0.7,3.7,17.3,Support,Soraka,1
5393,BIGBOIBETER,Urgot,iron 1,4,"1,273,019",Veigar,Ivern,6.4,10.5,7.6,Jungle,Urgot,0
5394,DarkSlayer40,Teemo,iron 1,4,"1,273,064",Akali,Vladimir,7.3,8.3,5.2,Middle,Gragas,0
5395,Thel Vadam,Thresh,iron 1,4,"1,273,025",Yuumi,Morgana,3.1,5.2,8.7,Support,Pyke,1
5396,FragileOOO1,Kayn,gold 4,13,"380,135",Kayn,Skarner,8.7,5.9,8.2,Jungle,Vi,1
5397,Noxian Dràven,Shaco,gold 4,13,"380,171",Akali,Katarina,7.7,8.3,5.7,Jungle,Nidalee,1
5398,itzcosmo,Syndra,gold 4,13,"380,109",Syndra,Syndra,7.2,7.1,7.4,Middle,Syndra,1
5399,Deng tian HeÏ,Zed,gold 4,13,"380,158",Kai'Sa,Akali,10.7,8.7,15.1,Bottom,Ziggs,1
5400,carson5326,Ziggs,gold 4,13,"380,126",Kai'Sa,Kai'Sa,7.8,7.5,8.6,Bottom,Varus,0
5401,Ike n Mikes,Caitlyn,gold 4,13,"380,185",Veigar,Nami,6.0,4.7,13.7,Support,Gangplank,0
5402,SePPuKuwu,Graves,gold 4,13,"380,135",Camille,Graves,12.0,4.7,6.0,Jungle,Shaco,0
5403,Blackshadow1144,Tryndamere,gold 4,13,"380,132",Warwick,Sejuani,6.1,7.8,8.7,Jungle,Tryndamere,1
5404,Soap tasted OK,Braum,gold 4,13,"380,189",Vi,Vi,5.8,7.1,9.6,Jungle,Ashe,0
5405,laaager,Singed,bronze 4,5,"1,242,074",Ashe,Singed,9.7,11.4,6.9,Support,Warwick,1
5406,Waifu owo,Nasus,bronze 4,5,"1,242,082",Morgana,Morgana,3.3,9.9,10.9,Support,Sona,0
5407,YisYas,Yasuo,bronze 4,5,"1,242,073",Yasuo,Yasuo,4.5,6.8,4.9,Middle,Vayne,0
5408,TheGodTeddy,Rakan,bronze 4,5,"1,242,054",Yone,Yone,5.0,4.5,4.2,Middle,Yone,0
5409,mettugie309,Morgana,bronze 4,5,"1,242,062",Morgana,Morgana,4.0,8.8,12.0,Support,Soraka,0
5410,StephenisBhad,Thresh,gold 3,14,"243,980",Samira,Samira,7.3,7.0,11.2,Bottom,Thresh,0
5411,Reji Villain ,Zed,gold 3,14,"243,933",Yone,Akali,13.0,9.5,10.5,Middle,Akali,1
5412,ornnborn,Shyvana,gold 3,14,"243,916",Zed,Shyvana,7.8,5.5,7.0,Jungle,Shyvana,0
5413,NEW AGE BEB,Vladimir,gold 3,14,"243,937",Sylas,Fizz,9.5,7.0,6.1,Middle,Fizz,0
5414,Zamatic,Galio,gold 3,14,"243,992",Garen,Garen,7.1,4.9,11.0,Top,Pantheon,0
5415,Juvynal,Vladimir,gold 3,14,"243,973",Hecarim,Diana,8.9,7.6,12.0,Middle,Vladimir,0
5416,pyke6174,Pyke,gold 3,14,"243,913",Pyke,Pyke,7.9,7.4,5.4,Middle,Pyke,1
5417,myMetroPcs,Aurelion Sol,gold 3,14,"243,939",Bard,Swain,9.0,7.4,20.4,Support,Leona,0
5418,Uncle Fasty,Ezreal,gold 3,14,"243,951",Jhin,Vayne,6.3,7.0,8.4,Bottom,Caitlyn,1
5419,Cigh,Gangplank,platinum 3,18,"63,777",Ekko,Gangplank,8.6,6.2,7.4,Bottom,Gangplank,1
5420,Entis,Teemo,platinum 3,18,"63,762",Tryndamere,Tryndamere,7.9,6.2,8.5,Top,Tryndamere,0
5421,shenanigans,Shaco,platinum 3,18,"63,783",Shaco,Shaco,5.6,5.3,8.7,Jungle,Shaco,1
5422,TheHentaiEnjoyer,Karma,platinum 3,18,"63,701",Seraphine,Pyke,4.4,6.5,12.7,Support,Pyke,0
5423,Yòda,Fizz,platinum 3,18,"63,798",Soraka,Soraka,1.9,5.7,11.6,Support,Pyke,0
5424,Thestand4rd,Ashe,platinum 3,18,"63,740",Kai'Sa,Ashe,7.4,5.8,8.4,Bottom,Kha'Zix,1
5425,flwjwb,Renata Glasc,platinum 3,18,"63,722",Soraka,Nami,1.8,4.0,16.9,Support,Nautilus,1
5426,aleete,Senna,platinum 3,18,"63,796",Vel'Koz,Senna,6.7,8.0,20.7,Support,Rumble,0
5427,FoolyCoolying,Karthus,silver 2,11,"560,649",Lux,Morgana,4.2,8.5,15.7,Support,Seraphine,1
5428,gymnastics,Varus,silver 2,11,"560,699",Ashe,Ashe,8.2,4.4,7.6,Bottom,Wukong,0
5429,Dong John Silver,Miss Fortune,silver 2,11,"560,655",Miss Fortune,Miss Fortune,5.9,5.9,6.1,Bottom,Miss Fortune,1
5430,Conejìta,Nami,silver 2,11,"560,656",Nami,Nami,3.9,7.1,18.4,Support,Nami,0
5431,The Real Remy,Sona,silver 2,11,"560,603",Teemo,Sona,4.5,7.5,11.2,Support,Seraphine,0
5432,littlebill2201,Zeri,silver 2,11,"560,626",Zeri,Zeri,8.2,7.0,8.2,Bottom,Zeri,0
5433,DavX92,Senna,silver 2,11,"560,666",Gwen,Yasuo,5.9,5.7,6.6,Top,Sion,1
5434,HMENxPeak,Lucian,silver 2,11,"560,628",Vayne,Vayne,5.8,6.6,5.7,Bottom,Kindred,0
5435,Number2DerpyDan,Nasus,silver 3,10,"658,445",Dr. Mundo,Dr. Mundo,4.5,9.3,4.5,Top,Riven,0
5436,SpìcySriracha,Lillia,silver 3,10,"658,459",Akali,Lillia,11.0,8.6,9.8,Top,Lillia,1
5437,RattleBait,Miss Fortune,silver 3,10,"658,431",Kai'Sa,Kai'Sa,10.2,6.6,8.3,Bottom,Miss Fortune,0
5438,bowser46,Udyr,silver 3,10,"658,417",Nasus,Udyr,9.4,9.8,13.8,Jungle,Cho'Gath,0
5439,Airestite,Azir,silver 3,10,"658,500",Zeri,Azir,7.9,8.3,13.6,Middle,Azir,1
5440,Angered Lemon,Zilean,silver 3,10,"658,432",Shen,Shen,4.8,3.5,10.4,Top,Shen,0
5441,The Squirre1,Lee Sin,silver 3,10,"658,420",Lulu,Qiyana,8.9,7.7,11.5,Support,Kayn,0
5442,FoolishDesperado,Jhin,silver 3,10,"658,452",Ashe,Jhin,6.2,5.8,9.9,Bottom,Mordekaiser,1
5443,TL Jorb,Xayah,gold 2,15,"223,345",Ahri,Xayah,7.8,6.8,8.2,Bottom,Rengar,0
5444,Achiyang,Hecarim,gold 2,15,"223,314",Hecarim,Hecarim,9.7,5.1,7.5,Jungle,Jax,1
5445,sometimesIHateJG,Lux,gold 2,15,"223,379",Jayce,Draven,9.1,5.6,7.7,Bottom,Draven,0
5446,love is love,Vel'Koz,gold 2,15,"223,354",Cassiopeia,Vel'Koz,7.5,5.9,9.4,Middle,Renata Glasc,1
5447,Ba Sing Se Lee,Katarina,gold 2,15,"223,338",Veigar,Veigar,8.0,4.8,5.8,Middle,Annie,0
5448,Kind Muffinman,Seraphine,gold 2,15,"223,305",Viktor,Viktor,4.0,6.8,10.5,Support,Lulu,0
5449,Uchenna,Veigar,diamond 1,24,"8,117",Udyr,Udyr,6.8,4.5,7.5,Jungle,Udyr,0
5450,ZombieOrange,Jhin,diamond 1,24,"8,157",Thresh,Kai'Sa,7.5,6.6,13.2,Support,Varus,1
5451,thot terminator5,Miss Fortune,diamond 1,24,"8,191",Graves,Karthus,6.4,5.1,11.5,Jungle,Jinx,1
5452,BiBiBaBiLiBu,Soraka,diamond 1,24,"8,125",Lux,Seraphine,3.5,5.6,8.4,Support,Ivern,0
5453,Meyday,Syndra,diamond 1,24,"8,160",LeBlanc,Ahri,9.4,6.7,12.8,Middle,Corki,1
5454,RacheStar,Senna,diamond 1,24,"8,151",Senna,Senna,10.0,6.3,12.4,Support,Senna,1
5455,Dejann,Rengar,diamond 1,24,"8,166",Aphelios,Fizz,11.8,9.9,17.4,Bottom,Irelia,1
5456,Jué Viole Grace,Pyke,diamond 1,24,"8,140",Jinx,Karma,6.7,7.6,12.9,Bottom,Blitzcrank,1
5457,Angry Mom,Quinn,diamond 1,24,"8,172",Quinn,Quinn,6.4,5.7,8.8,Top,Quinn,1
5458,WaveTM,Ahri,diamond 1,24,"8,170",Ahri,Ahri,5.8,5.2,8.5,Middle,Ahri,1
5459,TheWildRamrod,Darius,gold 4,13,"303,237",Darius,Darius,6.6,7.3,7.0,Top,Sejuani,1
5460,Gareñ,Garen,gold 4,13,"303,280",Garen,Garen,5.6,4.3,4.9,Top,Viego,0
5461,TSL Cease,Senna,gold 4,13,"303,283",Senna,Ivern,6.2,6.6,13.0,Support,Ivern,1
5462,67gty4,Kayn,gold 4,13,"303,204",Hecarim,Hecarim,6.5,5.8,9.2,Jungle,Hecarim,0
5463,Sean Torres,Kalista,gold 4,13,"303,287",Caitlyn,Kalista,8.2,7.2,6.3,Bottom,Gwen,0
5464,SpicyWiener ,Wukong,gold 4,13,"303,270",Garen,Wukong,6.2,6.4,8.1,Top,Wukong,1
5465,FaZe highhigh,Malphite,gold 4,13,"303,298",Irelia,Teemo,5.2,5.5,9.3,Top,Nasus,0
5466,ItMeRaino,Malzahar,gold 4,13,"303,257",Yasuo,Yasuo,7.9,6.3,4.8,Middle,Malzahar,0
5467,KYAG Hacks,Heimerdinger,silver 3,10,"688,698",Trundle,Trundle,3.6,6.0,6.9,Top,Trundle,0
5468,HELLOIMKOREAN,Miss Fortune,silver 3,10,"688,668",Blitzcrank,Karma,6.1,7.7,11.2,Support,Veigar,1
5469,femmeto,Varus,silver 3,10,"688,697",Renata Glasc,Renata Glasc,5.1,7.1,14.9,Support,Varus,0
5470,BreefBrocori,Trundle,silver 3,10,"688,680",Trundle,Vayne,6.7,5.5,9.3,Jungle,Xerath,1
